FrameCounter,Timestamp,Flags,Region0R,Region1R,Region2G,Region3G
0,657399.547250528,6,0.0285159642190031,0.0287352304847923,0.0301399102573468,0.0299332408134411
2,657408.739110593,6,0.0279097166202586,0.0279927962623918,0.0285149980864476,0.0284171662064816
4,657408.78931791,6,0.0279169392052256,0.0279979094014468,0.0285310212171798,0.0284349362066651
6,657408.839547403,6,0.0279066297893391,0.0279891945543783,0.0285240747732208,0.028425541284829
8,657408.889774128,6,0.0279144217897184,0.0279902879300252,0.0285211109571316,0.0284275500674584
10,657408.939985146,6,0.0279087875740595,0.0279939861123606,0.0285148745941106,0.0284224817543626
12,657408.990211343,6,0.0279127734819459,0.027997812927125,0.0285177766640313,0.0284258812326586
14,657409.040418212,6,0.0279134627742871,0.0279886800246621,0.0285114476817575,0.0284218945717478
16,657409.090648721,6,0.0279090872663818,0.0279913169894577,0.0285195364298342,0.0284260975630956
18,657409.140857298,6,0.0279114548357278,0.0279899341908453,0.0285108302200722,0.0284196694586814
20,657409.191103636,6,0.0279066597585713,0.0279874258584788,0.0285113550625047,0.0284272410239769
22,657409.241310464,6,0.0279111551434056,0.0279923782069974,0.0285096879159545,0.028425757615266
24,657409.291539061,6,0.0279067196970358,0.0279866540639044,0.0285111698239991,0.0284232852674144
26,657409.34174898,6,0.0279097765587231,0.0279914456218867,0.028520802226289,0.0284242123978587
28,657409.391975299,6,0.0279088175432918,0.0279848532098977,0.0285102745045555,0.0284195149369406
30,657409.44220471,6,0.0278994671428366,0.0279791290668047,0.028507866403983,0.0284140139629708
32,657409.492413654,6,0.0278972194504194,0.0279809299208115,0.028507156323045,0.0284181860499704
34,657409.542641641,6,0.0279018646814148,0.0279854642139357,0.0285070328307079,0.0284279518239843
36,657409.592849445,6,0.0278935632040876,0.0279914456218867,0.028506446242107,0.0284202566412961
38,657409.643076862,6,0.0279065398816424,0.0279836633599289,0.0285081133886571,0.0284225435630589
40,657409.69330253,6,0.0279065998201069,0.0279826021423892,0.0285080516424886,0.0284189277543259
42,657409.743512084,6,0.027898478158173,0.027980511865417,0.0285092865658591,0.028410429058586
44,657409.793757202,6,0.0278953913272535,0.0279861395341882,0.0285049952071466,0.0284199166934665
46,657409.843969806,6,0.0279081582201827,0.0279827950910328,0.0285124664935381,0.0284185569021481
48,657409.894177692,6,0.0279063300970168,0.0279987455122356,0.0285174679331886,0.0284274882587621
50,657409.944405435,6,0.0279025839429883,0.0279877474395514,0.0285146584825208,0.0284153119455929
52,657409.994629068,6,0.0279011454198413,0.0279835668856071,0.0285017844063833,0.0284118506586006
54,657410.044841388,6,0.0279138523743061,0.0279862038504027,0.0285164799944922,0.0284191440847629
56,657410.095049844,6,0.0278992873274432,0.0279873615422642,0.0285127752243808,0.0284181242412741
58,657410.145259236,6,0.0279027937276139,0.0279855928463647,0.0285051495725679,0.0284130868325264
60,657410.195486611,6,0.0279080383432538,0.0279881976530531,0.0285078046578145,0.0284183714760593
62,657410.245715167,6,0.0279085178509695,0.0279776819519778,0.0285111080778306,0.0284124996499117
64,657410.295940428,6,0.0278976090504384,0.0279907703016342,0.0285028958374168,0.028414261197756
66,657410.346152058,6,0.0278999466505522,0.0279859465855446,0.0285042233800401,0.0284230071282811
68,657410.396377644,6,0.0279023142198982,0.0279797400708427,0.0285142262593411,0.0284192367978073
70,657410.446587848,6,0.0279089074509884,0.0279874258584788,0.0285153376903745,0.0284245832500365
72,657410.496815957,6,0.027904382096922,0.0279784537465521,0.0285011051985296,0.0284125923629561
74,657410.547042764,6,0.0279019545891115,0.0279866862220117,0.0285160477713126,0.028418093336926
76,657410.597253133,6,0.0279088175432918,0.027994275535326,0.0285174061870201,0.0284187732325852
78,657410.64747713,6,0.0279052512046566,0.0279836633599289,0.0285064771151912,0.0284140448673189
80,657410.69768583,6,0.0279102260972065,0.0279801902843444,0.0285091013273535,0.0284184332847556
82,657410.747914468,6,0.0279026438814527,0.0279847245774686,0.0285078046578145,0.0284153119455929
84,657410.798143595,6,0.0279089074509884,0.0279839849410015,0.0285077737847302,0.0284145393368893
86,657410.84835152,6,0.0279032132968651,0.027978807485732,0.0285024018680686,0.0284071222933344
88,657410.898580524,6,0.0279059704662301,0.0279962050217618,0.0285031428220909,0.0284186805195407
90,657410.94878719,6,0.0279115147741923,0.0279934394245371,0.0285148745941106,0.0284190822760666
92,657410.999016641,6,0.0279120242511402,0.0279876509652296,0.0285112933163362,0.0284222963282737
94,657411.049223834,6,0.0279134328050549,0.0279838241504652,0.0285163565021552,0.0284196385543332
96,657411.099454385,6,0.0279107955126188,0.0279878439138732,0.0285137014169086,0.0284205038760813
98,657411.149662597,6,0.0279158303436332,0.0279937288475025,0.0285245069964005,0.0284247377717772
100,657411.199870481,6,0.0278970696042583,0.0279833417788563,0.0285103671238083,0.0284182169543185
102,657411.25009444,6,0.0279125936665525,0.0279865575895826,0.0285193203182444,0.0284184950934519
104,657411.300324054,6,0.0278960806195948,0.0279921531002465,0.0285087925965109,0.0284222654239256
106,657411.350553303,6,0.027901894650647,0.0279787753276248,0.028512219508864,0.0284213691978294
108,657411.400778075,6,0.0279007558198224,0.0279762348371509,0.0285077737847302,0.0284171353021335
110,657411.451010579,6,0.0279015050506281,0.0279736943466771,0.0285201538915195,0.0284213073891331
112,657411.501218097,6,0.0278937130502487,0.0279789682762684,0.0285065388613597,0.0284216164326145
114,657411.55142696,6,0.0278949717580023,0.0279774246871197,0.0285134544322345,0.028421925476096
116,657411.601654092,6,0.0278854415421538,0.0279629856969582,0.0285112315701676,0.0284035991976459
118,657411.651862343,6,0.0278930237579075,0.0279646257604287,0.0285167887253349,0.0284199475978147
120,657411.702089435,6,0.0278723150184378,0.0279587086686921,0.0285087617234266,0.0284212455804368
122,657411.752297606,6,0.0278687486798026,0.0279598020443391,0.028504099887703,0.0284186805195407
124,657411.80252775,6,0.0278730942184757,0.0279549461701423,0.0285099349006286,0.0284183405717111
