53114198.3104 13 
53114198.2976 25 
53114198.1312 37 
53114207.5392 49 
53131791.7312 71 
53131825.664 72 
53131858.5728 9 
53131960.2176 70 
53132293.0176 47 
53132625.2672 72 
53132625.3568 71 
53132759.3856 70 
53134046.4384 61 
53134112.9472 63 
53134179.8656 21 
53134246.464 62 
53134346.7648 11 
53134594.304 49 
53134627.6224 72 
53134627.6864 70 
53134681.0112 13 
53134727.6672 71 
53134828.2752 47 
53135232.448 70 
53138032.0256 72 
53138519.9104 10 
53138532.736 70 
53138588.4928 15 
53138593.1392 17 
53138595.3152 12 
53138595.968 2 
53138613.5168 62 
53138613.5552 61 
53138685.9136 63 
53138819.6608 63 
53140803.648 49 
53140889.4592 63 
53140934.6176 47 
53140968.1792 49 
53141156.6208 63 
53141156.672 62 
53141172.7616 12 
53141173.1328 2 
53141255.1168 11 
53141370.5856 47 
53141504.5504 49 
53141536.7168 47 
53141570.8928 70 
53143807.5392 49 
53143843.968 47 
53146208.064 70 
53147042.3552 49 
53151633.2544 62 
53151868.9792 63 
53151869.1968 13 
53151991.2064 22 
53152453.7856 64 
53152690.2912 65 
53152954.3808 23 
53153054.8736 64 
53153254.8096 64 
53153524.0192 64 
53154323.4304 65 
53154391.7568 65 
53154456.9344 65 
53155123.7376 65 
53156558.7968 65 
53157897.6256 65 
53158227.2896 65 
53159028.1344 65 
53159862.016 65 
53160362.8032 65 
53160729.7536 65 
53166937.1904 65 
53167273.088 66 
53167273.5104 25 
53167308.2752 33 
53167434.2272 34 
53167901.5424 67 
53168369.9584 68 
53169036.7488 35 
53170470.272 69 
53170602.9312 69 
53170736.6144 69 
53171009.6128 69 
53171174.1312 69 
53171303.1808 69 
53171970.4704 68 
53172103.9488 68 
53172237.696 68 
53172371.3408 68 
53172504.4864 68 
53172771.6608 68 
53194664.064 68 
53224564.1728 68 
53225268.0448 69 
53225268.4544 37 
53225368.9856 45 
53225497.5488 46 
53226064.8448 70 
53226265.152 71 
53226398.6432 71 
53226866.368 47 
53234140.6848 71 
53234240.4608 71 
53248992.7168 71 
53249126.1824 71 
53249360.7296 71 
53249528.1024 71 
53249691.9552 71 
53250026.0224 71 
53250226.3552 71 
53250429.7344 71 
53250625.792 71 
53251927.36 71 
53257400.5376 72 
53257433.7664 49 
53257722.56 10 
53258255.7952 61 
53258624.0896 62 
53258891.328 11 
53259257.0624 61 
53277946.6496 62 
53279081.3696 62 
53279215.808 62 
53279613.6576 62 
53282651.8272 62 
53282751.7696 62 
53282885.3248 62 
53283685.3376 62 
53283787.9168 62 
53284088.192 62 
53284855.3856 62 
53285921.2416 62 
53287422.7328 62 
53297835.1104 62 
53297901.44 63 
53297901.6448 13 
53297986.752 22 
53297991.3088 26 
53297991.424 32 
53298289.6 64 
53298389.1968 65 
53298456.0128 23 
53298789.0432 65 
53299483.4176 3 
53299891.8784 65 
53299992.1792 25 
53300025.1264 66 
53300158.784 65 
53300283.8528 34 
53300284.096 4 
53300284.1088 24 
53300289.8432 38 
53300289.8944 44 
53300290.0352 4 
53300290.048 24 
53300651.84 67 
53300751.3344 68 
53300922.1504 35 
53301085.8496 67 
53301945.3312 5 
53315252.6464 40 
53383946.176 68 
53385589.5808 37 
53385649.792 67 
53386682.9056 67 
53387055.3472 67 
53389091.9168 6 
53389091.9552 36 
53389293.1584 66 
53389861.0304 65 
53390061.7472 23 
53394496.2944 65 
53394899.3408 65 
53395069.1712 65 
53395635.3024 65 
53395735.68 65 
53397839.1936 65 
53398071.6544 65 
53398171.84 65 
53398469.824 65 
53398575.1552 65 
53400738.752 65 
53400806.272 65 
53401206.0288 65 
53401373.248 65 
53401540.3264 65 
53403776.2048 65 
53408412.5952 65 
53410948.6592 25 
53411084.4416 66 
53411779.9424 34 
53412281.0368 67 
53412615.68 68 
53412781.6448 35 
53412847.9488 37 
53412882.8032 35 
53412979.2384 67 
53413547.8656 69 
53417120.8704 69 
53417358.8608 69 
53417520.0128 69 
53417884.4416 69 
53418387.5584 69 
53420254.9632 69 
53420457.3952 69 
53421455.7568 69 
53421623.2192 69 
53421923.7376 69 
53423825.6384 68 
53425262.4128 68 
53425627.4944 69 
53425627.648 37 
53425891.5968 46 
53425898.6112 50 
53425898.6624 54 
53425898.9696 6 
53425899.0208 36 
53426459.6096 70 
53426591.7056 71 
53426825.6 47 
53431877.4784 7 
53434951.0272 52 
53440977.4464 71 
53441077.952 71 
53441244.6592 71 
53441375.2576 71 
53441611.1872 71 
53441946.7264 71 
53443882.8672 71 
53444182.016 71 
53444512.7424 71 
53445246.08 71 
53445513.3312 71 
53445713.6384 71 
53446781.3888 71 
53446847.8592 71 
53446981.4144 71 
53447415.3088 71 
53447682.2144 71 
53448049.1648 71 
53448452.6592 71 
53449517.6192 71 
53449720.832 71 
53449787.584 71 
53449921.8432 71 
53449985.2672 71 
53450786.3808 72 
53450853.3632 49 
53451053.8624 8 
53451053.9392 48 
53451077.7728 10 
53451078.1184 8 
53451078.1312 48 
53451080.8448 14 
53451080.896 18 
53451680.2944 61 
53451912.3712 62 
53452115.072 11 
53452480.8064 61 
53454415.8848 61 
53455117.3376 63 
53455117.5296 13 
53455251.8784 12 
53455252.2368 2 
53455700.2496 22 
53455700.6976 26 
53455700.7744 32 
53455700.8128 12 
53455701.1712 2 
53456301.4912 64 
53456467.8272 65 
53456739.8016 23 
53456837.504 64 
53457749.9648 3 
53459627.5328 28 
53467382.1696 65 
53467450.4704 65 
53468249.5232 65 
53468682.048 25 
53468751.0272 66 
53469077.0304 34 
53469077.6704 4 
53469077.7088 24 
53469081.8176 38 
53469081.8688 43 
53469082.0096 4 
53469082.0224 24 
53469719.2576 67 
53470015.0272 68 
53470280.0128 35 
53470614.9632 69 
53471549.568 69 
53473283.776 5 
53474282.7008 69 
53474648.768 40 
53474718.7968 69 
53485595.2256 68 
53486164.7104 69 
53486165.8368 37 
53486399.5392 6 
53486399.6032 36 
53486493.2992 46 
53486493.7216 51 
53486493.7728 54 
53486493.952 6 
53486493.9648 36 
53487060.9792 70 
53487229.1712 71 
53488163.2512 72 
53488297.3312 71 
53488421.2096 10 
53488421.5552 8 
53488421.5808 48 
53488421.9776 8 
53488421.9776 48 
53488422.3616 15 
53488422.4 18 
53489057.536 61 
53489421.696 63 
53489558.5152 12 
53489559.0016 2 
53489605.44 22 
53489608.9344 26 
53489608.9728 31 
53489608.9984 12 
53489609.4464 2 
53490274.5728 64 
53490474.7648 65 
53490677.76 23 
53493542.5152 66 
53493689.2288 3 
53495102.0672 28 
53504621.7344 65 
53504791.232 65 
53509061.312 65 
53509634.2144 25 
53509731.8016 66 
53510201.8048 4 
53510201.8432 24 
53510225.9328 34 
53510227.392 39 
53510227.4816 41 
53510227.7632 4 
53510227.8016 24 
53511029.3888 67 
53511457.8816 69 
53511659.0976 6 
53511659.136 36 
53511755.1872 46 
53511755.584 50 
53511755.6224 55 
53511755.8016 6 
53511755.8144 36 
53512522.8544 70 
53512623.8464 71 
53512858.8928 47 
53513826.7136 72 
53513993.3952 72 
53515874.0608 7 
53515995.1104 72 
53517296.704 52 
53530076.9792 71 
53532311.5008 72 
53532345.2672 49 
53532579.776 8 
53532579.8144 48 
53532605.0432 10 
53532606.6432 8 
53532606.6816 48 
53532607.0528 15 
